volcano_number	name	country	volcanic_region	volcano_type	tectonic_setting	evidence_category	elevation_m	last_eruption_year	longitude	latitude
261130	Talakmau	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2911		99.984	0.0787
261140	Marapi	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2885	2026	100.474	-0.38
261150	Tandikat-Singgalang	Indonesia	Sunda Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2879	1924	100.3192	-0.4311
261160	Talang	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2575	2007	100.681	-0.979
261170	Kerinci	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3800	2024	101.264	-1.697
261180	Sumbing	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2507	1921	101.728	-2.414
261220	Kaba	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1962	2000	102.6261	-3.5156
261230	Dempo	Indonesia	Sunda Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3142	2025	103.121	-4.016
261231	Patah	Indonesia	Sunda Volcanic Arc	Stratovolcano?	Subduction zone / Continental crust (> 25 km)	Unrest / Holocene	2836		103.306	-4.257
261251	Ranau	Indonesia	Sunda Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	1854		103.925	-4.871
261270	Suoh	Indonesia	Sunda Volcanic Arc	Caldera(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1000	2024	104.27	-5.25
262000	Krakatau	Indonesia	Sunda Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	285	2024	105.4233	-6.1009
263010	Pulosari	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1324		105.978	-6.343
263020	Karang	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	1768		106.05	-6.268
263040	Perbakti-Gagak	Indonesia	Sunda Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1726	1939	106.675	-6.75
263050	Salak	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2218	1938	106.733	-6.716
263060	Gede-Pangrango	Indonesia	Sunda Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3026	1957	106.983	-6.786
263070	Patuha	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2422		107.4	-7.162
263090	Tangkuban Parahu	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2084	2019	107.6	-6.77
263100	Papandayan	Indonesia	Sunda Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2643	2002	107.7306	-7.3175
263130	Guntur	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2251	1847	107.841	-7.143
263131	Tampomas	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1690		107.9612	-6.7639
263140	Galunggung	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2168	1984	108.058	-7.25
263150	Talagabodas	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Unrest / Holocene	2201		108.07	-7.208
263170	Ciremai	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3039	1951	108.408	-6.895
263180	Slamet	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3428	2014	109.208	-7.242
263200	Dieng Volcanic Complex	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2565	2025	109.879	-7.2
263210	Sundoro	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3149	1971	109.997	-7.3014
263220	Sumbing	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3370	1730	110.0747	-7.3819
263240	Merbabu	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3118	1797	110.44	-7.454
263250	Merapi	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2910	2026	110.446	-7.54
263260	Lawu	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	3265		111.192	-7.625
263280	Kelud	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1730	2014	112.314	-7.935
263281	Kawi-Butak	Indonesia	Sunda Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2651		112.45	-7.92
263290	Arjuno-Welirang	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3343	1952	112.575	-7.733
263291	Penanggungan	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1631		112.62	-7.616
263300	Semeru	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3657	2026	112.922	-8.108
263310	Tengger Caldera	Indonesia	Sunda Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2329	2023	112.95	-7.942
263320	Lamongan	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1641	1898	113.341	-7.981
263330	Iyang-Argapura	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	3088		113.57	-7.97
263340	Raung	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3260	2025	114.056	-8.119
263350	Ijen	Indonesia	Sunda Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2769	1999	114.242	-8.058
263351	Baluran	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	1247		114.37	-7.85
264001	Buyan-Bratan	Indonesia	Sunda Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2244		115.133	-8.283
264010	Batur	Indonesia	Sunda Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1711	2000	115.3775	-8.2403
264020	Agung	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2997	2022	115.508	-8.343
264030	Rinjani	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3726	2016	116.47	-8.42
264040	Tambora	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2850	1967	118.0	-8.25
264050	Sangeang Api	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1912	2022	119.07	-8.2
264060	Sano, Wai	Indonesia	Sunda Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1319		120.0074	-8.7345
264071	Ranakah	Indonesia	Sunda Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2288	1991	120.5302	-8.637
264080	Inierie	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Dated	2245	-8050	120.95	-8.875
264090	Inielika	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Crustal thickness unknown	Eruption Observed	1559	2001	120.98	-8.73
264100	Ebulobo	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	2096	1969	121.191	-8.817
264110	Iya	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	618	1969	121.641	-8.891
264140	Kelimutu	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Crustal thickness unknown	Eruption Observed	1639	1968	121.82	-8.77
264150	Paluweh	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	875	2013	121.708	-8.32
264160	Egon	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	1661	2008	122.455	-8.676
264180	Lewotobi	Indonesia	Sunda Volcanic Arc	Stratovolcano(es)	Subduction zone / Crustal thickness unknown	Eruption Observed	1703	2026	122.775	-8.542
264220	Iliboleng	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	1659	1993	123.258	-8.342
264230	Lewotolok	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	1431	2026	123.508	-8.274
264240	Ililabalekan	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Unrest / Holocene	1018		123.38	-8.55
264250	Iliwerung	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Crustal thickness unknown	Eruption Observed	583	2021	123.573	-8.532
264260	Tara, Batu	Indonesia	Sunda Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	633	2015	123.585	-7.791
264270	Sirung	Indonesia	Sunda Volcanic Arc	Complex	Subduction zone / Crustal thickness unknown	Eruption Observed	1347	2021	124.1306	-8.4972
265040	Wurlali	Indonesia	Inner Banda Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	868	1892	128.675	-7.125
265050	Teon	Indonesia	Inner Banda Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	728	1904	129.144	-6.976
265060	Nila	Indonesia	Inner Banda Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	781	1968	129.5	-6.73
265070	Serua	Indonesia	Inner Banda Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	608	1921	130.017	-6.312
265080	Manuk	Indonesia	Inner Banda Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	257		130.303	-5.543
265090	Banda Api	Indonesia	Inner Banda Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	596	1988	129.881	-4.523
266010	Colo	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	404	1983	121.601	-0.162
266020	Ambang	Indonesia	Sangihe Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1795	2005	124.42	0.75
266030	Soputan	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1785	2020	124.737	1.112
266100	Lokon-Empung	Indonesia	Sangihe Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1580	2015	124.7992	1.3644
266110	Mahawu	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1299	1977	124.865	1.352
266120	Klabat	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Unrest / Holocene	1968		125.031	1.454
266130	Tangkoko-Duasudara	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1334	1880	125.185	1.518
267010	Ruang	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	703	2024	125.3671	2.3058
267020	Karangetang	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1797	2023	125.407	2.781
267030	Banua Wuhu	Indonesia	Sangihe Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-5	1919	125.4422	3.1463
267040	Awu	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1318	2004	125.447	3.689
268001	Tarakan	Indonesia	Halmahera Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	317		127.825	1.832
268010	Dukono	Indonesia	Halmahera Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1273	2026	127.8783	1.6992
268020	Tobaru	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	1035		127.67	1.63
268030	Ibu	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1357	2026	127.6324	1.4941
268040	Gamkonora	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1635	2007	127.53	1.38
268050	Todoko-Ranu	Indonesia	Halmahera Volcanic Arc	Caldera(s)	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	979		127.4556	1.2389
268051	Jailolo	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	993		127.439	1.08
268052	Hiri	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	687		127.317	0.8971
268060	Gamalama	Indonesia	Halmahera Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1714	2018	127.3322	0.81
268061	Kie Matubu	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	1713	1210	127.4029	0.6623
268062	Mare	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	308		127.4	0.57
268063	Moti	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	927		127.411	0.454
268070	Kie Besi	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1357	1988	127.4	0.32
271011	Melebingoy	Philippines	Mindanao Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1824	1641	124.892	6.113
271020	Matutum	Philippines	Mindanao Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2262	1290	125.0765	6.3604
271031	Leonard Range	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1080	80	126.047	7.382
271040	Makaturing	Philippines	Mindanao Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1818	1882	124.317	7.644
271060	Ragang	Philippines	Mindanao Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2790	1916	124.507	7.691
271070	Musuan	Philippines	Mindanao Volcanic Province	Lava dome	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	610		125.0697	7.8765
271080	Camiguin	Philippines	Mindanao Volcanic Province	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1552	1953	124.673	9.203
272020	Kanlaon	Philippines	Negros-Sulu Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2422	2026	123.13	10.4096
272050	Cabalían	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	912	1820	125.218	10.285
272080	Biliran	Philippines	Eastern Philippine Volcanic Arc	Compound	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1301	1939	124.535	11.523
273010	Bulusan	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1535	2025	124.056	12.769
273030	Mayon	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2462	2026	123.685	13.257
273041	Iriga	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1138		123.451	13.458
273042	Isarog	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1966	-3500	123.38	13.658
273050	Banahaw	Philippines	Luzon Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2158		121.48	14.07
273060	San Pablo Volcanic Field	Philippines	Luzon Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1090	1350	121.3	14.12
273070	Taal	Philippines	Luzon Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	311	2026	120.9975	14.0106
273083	Pinatubo	Philippines	Luzon Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1486	2021	120.35	15.13
273090	Cagua	Philippines	Luzon Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1133	1860	122.123	18.222
274010	Camiguin de Babuyanes	Philippines	Luzon Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	712	1857	121.86	18.83
274020	Didicas	Philippines	Luzon Volcanic Arc	Compound	Subduction zone / Crustal thickness unknown	Eruption Observed	228	1978	122.202	19.077
274030	Babuyan Claro	Philippines	Luzon Volcanic Arc	Stratovolcano(es)	Subduction zone / Crustal thickness unknown	Eruption Observed	1064	1924	121.95	19.524
274060	Iraya	Philippines	Luzon Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	1009	1454	122.01	20.469
275001	Hainan Volcanic Field	China	Southeast Asia Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Observed	196	1933	110.229	19.905
275020	Ly Son Group	Vietnam	Southeast Asia Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Credible	157		109.12	15.38
275060	Cendres, Ile des	Vietnam	Southeast Asia Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Observed	-20	1923	109.014	10.158
275080	Popa	Burma (Myanmar)	Southeast Asia Volcanic Province	Stratovolcano	Intraplate / Continental crust (> 25 km)	Eruption Dated	1518	-6050	95.25	20.92
275110	Tengchong	China	Southeast Asia Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	2865	-5750	98.5	25.23
281031	Kueishantao	Taiwan	Ryukyu Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	361	1853	121.953	24.841
281032	Tatun Volcanic Group	Taiwan	Ryukyu Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1120	648	121.553	25.178
282010	Submarine Volcano NNE of Iriomotejima	Japan	Ryukyu Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-200	1924	123.93	24.57
282020	Io-Torishima	Japan	Ryukyu Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	212	1968	128.223	27.881
282021	Yokoatejima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)		495	1835	128.9958	28.7994
282022	Akusekijima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Evidence Uncertain	555		129.594	29.465
282030	Suwanosejima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	796	2026	129.714	29.638
282040	Nakanoshima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	979	1914	129.857	29.859
282043	Kuchinoshima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	628	1190	129.926	29.968
282050	Kuchinoerabujima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	657	2020	130.217	30.443
282060	Kikai	Japan	Ryukyu Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	704	2025	130.305	30.793
282070	Ata	Japan	Ryukyu Volcanic Arc	Caldera(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	924	885	130.57	31.22
282080	Aira	Japan	Ryukyu Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1117	2026	130.6589	31.5772
282081	Yonemaru-Sumiyoshiike	Japan	Ryukyu Volcanic Arc	Maar(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	40	-6200	130.592	31.771
282090	Kirishimayama	Japan	Ryukyu Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1700	2025	130.862	31.934
282091	Fukue	Japan	Nankai Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	315	-400	128.849	32.657
282100	Unzendake	Japan	Nankai Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1483	1996	130.299	32.761
282110	Asosan	Japan	Nankai Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1592	2021	131.085	32.8849
282120	Kujusan	Japan	Nankai Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1791	1996	131.249	33.086
282130	Yufu-Tsurumi	Japan	Nankai Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed		867	131.39	33.282
283001	Abu	Japan	Nankai Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	641	-6850	131.5167	34.4833
283002	Sanbesan	Japan	Nankai Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1126	650	132.622	35.141
283010	Izu-Tobu	Japan	Izu Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)		580	1989	139.095	34.903
283020	Hakoneyama	Japan	Izu Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1438	2015	139.021	35.233
283030	Fujisan	Japan	Izu Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3776	1708	138.728	35.361
283031	Yokodake	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)		2480	1200	138.32	36.0875
283040	Ontakesan	Japan	Nankai Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)		3067	2014	137.4806	35.8931
283050	Hakusan	Japan	Nankai Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2702	1659	136.771	36.155
283060	Norikuradake	Japan	Nankai Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3026	-50	137.554	36.106
283069	Akandanayama	Japan	Nankai Volcanic Arc	Stratovolcano		Evidence Credible	2109		137.573	36.2
283070	Yakedake	Japan	Nankai Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2455	1995	137.587	36.227
283080	Midagahara	Japan	Nankai Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2621	1839	137.59	36.571
283090	Niigata-Yakeyama	Japan	Northeast Japan Volcanic Arc	Lava dome	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2400	1998	138.036	36.921
283100	Myokosan	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2454	-750	138.114	36.891
283110	Asamayama	Japan	Northeast Japan Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2568	2019	138.523	36.406
283120	Kusatsu-Shiranesan	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2165	2018	138.528	36.618
283121	Shiga	Japan	Northeast Japan Volcanic Arc	Shield(s)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	2041		138.519	36.688
283122	Harunasan	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)		1449	550	138.8508	36.4775
283130	Akagisan	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	1828		139.193	36.56
283131	Hiuchigatake	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2356	1544	139.285	36.955
283140	Nikko-Shiranesan	Japan	Northeast Japan Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2578	1952	139.376	36.799
283141	Nantaisan	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)		2486	-9540	139.4906	36.765
283142	Omanago Group	Japan	Northeast Japan Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2341	-3050	139.4756	36.8067
283143	Takaharayama	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1795	-4570	139.777	36.9
283150	Nasudake	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)		1915	1963	139.9631	37.1247
283151	Numazawa	Japan	Northeast Japan Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Eruption Dated	835	-3400	139.566	37.444
283160	Bandaisan	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1816	1888	140.072	37.601
283170	Adatarayama	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1728	1996	140.281	37.647
283180	Azumayama	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1949	1977	140.244	37.735
283190	Zaozan [Zaosan]	Japan	Northeast Japan Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)		1841	1940	140.4397	38.1439
283191	Hijiori	Japan	Northeast Japan Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Credible	552		140.1617	38.5992
283200	Naruko	Japan	Northeast Japan Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	470	837	140.734	38.729
283210	Kurikomayama	Japan	Northeast Japan Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed		1950	140.788	38.961
283220	Chokaisan	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)		2236	1974	140.0489	39.0994
